Inference for Stan model: jhb_ordinal_hurdle_model_model
2 chains: each with iter=(5000,5000); warmup=(0,0); thin=(1,1); 10000 iterations saved.

Warmup took (51891, 52317) seconds, 29 hours total
Sampling took (207010, 208747) seconds, 115 hours total

                    Mean     MCSE   StdDev        5%       50%       95%    N_Eff  N_Eff/s    R_hat
z_j[2,5]         1.3e-01  7.0e-03  7.6e-01  -1.1e+00   1.3e-01   1.4e+00  1.2e+04  2.8e-02  1.0e+00
z_j[2,6]        -1.2e-01  6.7e-03  9.8e-01  -1.7e+00  -1.1e-01   1.5e+00  2.2e+04  5.2e-02  1.0e+00
z_j[3,1]        -3.6e-01  8.6e-03  8.9e-01  -1.8e+00  -3.7e-01   1.1e+00  1.1e+04  2.6e-02  1.0e+00
z_j[3,2]         3.5e-01  8.6e-03  8.3e-01  -1.0e+00   3.5e-01   1.7e+00  9.2e+03  2.2e-02  1.0e+00
z_j[3,3]        -5.4e-01  6.2e-03  4.9e-01  -1.3e+00  -5.4e-01   2.5e-01  6.1e+03  1.5e-02  1.0e+00
z_j[3,4]        -2.1e-01  7.2e-03  8.1e-01  -1.5e+00  -2.0e-01   1.1e+00  1.3e+04  3.1e-02  1.0e+00
z_j[3,5]        -3.9e-01  8.2e-03  8.8e-01  -1.8e+00  -3.9e-01   1.1e+00  1.1e+04  2.8e-02  1.0e+00
z_j[3,6]        -2.5e-02  7.1e-03  9.7e-01  -1.6e+00  -2.6e-02   1.6e+00  1.9e+04  4.5e-02  1.0e+00
z_j[4,1]        -6.5e-02  1.1e-02  8.9e-01  -1.5e+00  -6.4e-02   1.4e+00  7.1e+03  1.7e-02  1.0e+00
z_j[4,2]         5.1e-01  8.5e-03  8.0e-01  -8.1e-01   5.1e-01   1.8e+00  8.9e+03  2.1e-02  1.0e+00
z_j[4,3]         8.9e-01  5.8e-03  4.6e-01   1.3e-01   8.9e-01   1.6e+00  6.2e+03  1.5e-02  1.0e+00
z_j[4,4]        -9.1e-02  6.9e-03  7.8e-01  -1.4e+00  -8.4e-02   1.2e+00  1.2e+04  3.0e-02  1.0e+00
z_j[4,5]         1.4e-02  7.1e-03  7.9e-01  -1.3e+00   1.1e-02   1.3e+00  1.3e+04  3.0e-02  1.0e+00
z_j[4,6]        -3.9e-01  7.0e-03  8.6e-01  -1.8e+00  -3.8e-01   9.9e-01  1.5e+04  3.6e-02  1.0e+00
z_j[5,1]        -4.5e-01  8.2e-03  7.0e-01  -1.6e+00  -4.3e-01   6.9e-01  7.2e+03  1.7e-02  1.0e+00
z_j[5,2]         9.5e-02  7.5e-03  6.0e-01  -8.9e-01   9.7e-02   1.1e+00  6.4e+03  1.5e-02  1.0e+00
z_j[5,3]        -2.6e-01  7.6e-03  4.5e-01  -9.9e-01  -2.6e-01   4.7e-01  3.4e+03  8.2e-03  1.0e+00
z_j[5,4]        -1.5e-01  7.0e-03  8.6e-01  -1.6e+00  -1.5e-01   1.3e+00  1.5e+04  3.6e-02  1.0e+00
z_j[5,5]         1.7e-01  6.9e-03  9.5e-01  -1.4e+00   1.7e-01   1.8e+00  1.9e+04  4.6e-02  1.0e+00
z_j[5,6]         2.0e-01  7.9e-03  8.2e-01  -1.2e+00   2.0e-01   1.5e+00  1.1e+04  2.6e-02  1.0e+00
z_j[6,1]        -1.1e-02  9.4e-03  8.5e-01  -1.4e+00  -1.9e-02   1.4e+00  8.1e+03  1.9e-02  1.0e+00
z_j[6,2]         4.1e-01  1.0e-02  8.1e-01  -9.2e-01   4.2e-01   1.7e+00  6.6e+03  1.6e-02  1.0e+00
z_j[6,3]         9.3e-01  6.0e-03  4.4e-01   2.2e-01   9.4e-01   1.7e+00  5.5e+03  1.3e-02  1.0e+00
z_j[6,4]         2.5e-01  6.8e-03  7.6e-01  -1.0e+00   2.6e-01   1.5e+00  1.3e+04  3.0e-02  1.0e+00
z_j[6,5]         1.0e-01  6.3e-03  8.0e-01  -1.2e+00   9.3e-02   1.4e+00  1.6e+04  3.9e-02  1.0e+00
z_j[6,6]        -1.2e-01  6.9e-03  9.5e-01  -1.7e+00  -1.1e-01   1.4e+00  1.9e+04  4.5e-02  1.0e+00
z_j[7,1]         6.0e-01  8.5e-03  6.4e-01  -4.3e-01   5.9e-01   1.7e+00  5.8e+03  1.4e-02  1.0e+00
z_j[7,2]        -1.5e-01  8.3e-03  5.6e-01  -1.1e+00  -1.6e-01   7.7e-01  4.5e+03  1.1e-02  1.0e+00
z_j[7,3]        -2.5e-01  6.7e-03  3.7e-01  -8.5e-01  -2.6e-01   3.6e-01  3.1e+03  7.4e-03  1.0e+00
z_j[7,4]         3.7e-01  8.6e-03  7.6e-01  -8.9e-01   3.8e-01   1.6e+00  7.8e+03  1.9e-02  1.0e+00
z_j[7,5]         1.4e-01  7.5e-03  7.7e-01  -1.1e+00   1.4e-01   1.4e+00  1.0e+04  2.5e-02  1.0e+00
z_j[7,6]        -5.3e-01  7.5e-03  8.5e-01  -2.0e+00  -5.1e-01   8.2e-01  1.3e+04  3.1e-02  1.0e+00
z_j[8,1]         2.9e-01  9.8e-03  6.6e-01  -8.0e-01   2.8e-01   1.4e+00  4.6e+03  1.1e-02  1.0e+00
z_j[8,2]        -8.1e-01  7.5e-03  6.4e-01  -1.8e+00  -8.1e-01   2.5e-01  7.3e+03  1.8e-02  1.0e+00
z_j[8,3]        -7.9e-01  6.0e-03  3.7e-01  -1.4e+00  -8.0e-01  -1.7e-01  3.9e+03  9.3e-03  1.0e+00
z_j[8,4]        -2.3e-01  7.4e-03  9.1e-01  -1.7e+00  -2.2e-01   1.3e+00  1.5e+04  3.6e-02  1.0e+00
z_j[8,5]         3.2e-01  7.1e-03  9.6e-01  -1.3e+00   3.3e-01   1.9e+00  1.8e+04  4.4e-02  1.0e+00
z_j[8,6]         2.9e-01  6.9e-03  7.6e-01  -9.7e-01   2.9e-01   1.5e+00  1.2e+04  2.9e-02  1.0e+00
z_j[9,1]        -2.3e-01  9.4e-03  8.4e-01  -1.6e+00  -2.3e-01   1.1e+00  7.9e+03  1.9e-02  1.0e+00
z_j[9,2]         2.1e-01  1.1e-02  8.5e-01  -1.2e+00   2.0e-01   1.6e+00  5.5e+03  1.3e-02  1.0e+00
z_j[9,3]        -4.2e-01  6.2e-03  4.5e-01  -1.1e+00  -4.2e-01   3.2e-01  5.2e+03  1.2e-02  1.0e+00
z_j[9,4]         5.1e-01  8.5e-03  7.8e-01  -7.9e-01   5.1e-01   1.8e+00  8.4e+03  2.0e-02  1.0e+00
z_j[9,5]         1.2e+00  7.8e-03  8.3e-01  -2.0e-01   1.2e+00   2.6e+00  1.1e+04  2.7e-02  1.0e+00
z_j[9,6]        -1.7e-01  6.8e-03  9.6e-01  -1.7e+00  -1.5e-01   1.4e+00  2.0e+04  4.8e-02  1.0e+00
z_j[10,1]       -1.6e-01  9.4e-03  9.0e-01  -1.6e+00  -1.6e-01   1.3e+00  9.2e+03  2.2e-02  1.0e+00
z_j[10,2]        2.3e-01  9.1e-03  8.2e-01  -1.1e+00   2.2e-01   1.6e+00  8.2e+03  2.0e-02  1.0e+00
z_j[10,3]       -5.7e-01  5.8e-03  4.6e-01  -1.3e+00  -5.8e-01   1.9e-01  6.4e+03  1.5e-02  1.0e+00
z_j[10,4]       -6.1e-01  7.1e-03  8.8e-01  -2.1e+00  -6.0e-01   8.2e-01  1.5e+04  3.7e-02  1.0e+00
z_j[10,5]        2.2e-01  6.7e-03  9.0e-01  -1.3e+00   2.1e-01   1.7e+00  1.8e+04  4.3e-02  1.0e+00
z_j[10,6]       -1.3e-02  6.6e-03  9.8e-01  -1.6e+00  -1.4e-02   1.6e+00  2.2e+04  5.4e-02  1.0e+00
z_j[11,1]       -1.0e-01  7.5e-03  8.4e-01  -1.5e+00  -9.8e-02   1.3e+00  1.2e+04  3.0e-02  1.0e+00
z_j[11,2]        1.2e-01  7.7e-03  7.8e-01  -1.2e+00   1.3e-01   1.4e+00  1.0e+04  2.4e-02  1.0e+00
z_j[11,3]       -2.2e-01  5.7e-03  4.6e-01  -9.7e-01  -2.2e-01   5.3e-01  6.4e+03  1.5e-02  1.0e+00
z_j[11,4]       -2.4e-02  7.2e-03  8.7e-01  -1.5e+00  -1.8e-02   1.4e+00  1.4e+04  3.5e-02  1.0e+00
z_j[11,5]        5.5e-02  6.8e-03  9.0e-01  -1.4e+00   5.7e-02   1.6e+00  1.8e+04  4.2e-02  1.0e+00
z_j[11,6]        8.4e-02  7.3e-03  7.9e-01  -1.2e+00   8.3e-02   1.4e+00  1.2e+04  2.8e-02  1.0e+00
z_j[12,1]        4.9e-01  1.0e-02  7.5e-01  -7.6e-01   5.0e-01   1.7e+00  5.3e+03  1.3e-02  1.0e+00
z_j[12,2]       -7.4e-01  8.6e-03  7.2e-01  -1.9e+00  -7.5e-01   4.6e-01  6.9e+03  1.7e-02  1.0e+00
z_j[12,3]       -1.4e-01  5.9e-03  4.0e-01  -7.9e-01  -1.5e-01   5.2e-01  4.6e+03  1.1e-02  1.0e+00
z_j[12,4]       -9.1e-02  7.9e-03  9.2e-01  -1.6e+00  -9.2e-02   1.4e+00  1.4e+04  3.3e-02  1.0e+00
z_j[12,5]        3.2e-01  7.9e-03  9.6e-01  -1.2e+00   3.3e-01   1.9e+00  1.5e+04  3.5e-02  1.0e+00
z_j[12,6]        5.6e-01  7.2e-03  7.8e-01  -7.4e-01   5.6e-01   1.8e+00  1.2e+04  2.8e-02  1.0e+00
z_j[13,1]       -2.7e-01  9.8e-03  9.1e-01  -1.8e+00  -2.6e-01   1.2e+00  8.5e+03  2.1e-02  1.0e+00
z_j[13,2]        6.0e-01  8.6e-03  9.0e-01  -8.5e-01   5.9e-01   2.1e+00  1.1e+04  2.6e-02  1.0e+00
z_j[13,3]        5.4e-01  6.1e-03  5.6e-01  -3.8e-01   5.4e-01   1.4e+00  8.4e+03  2.0e-02  1.0e+00
z_j[13,4]       -4.1e-01  7.5e-03  9.2e-01  -1.9e+00  -4.1e-01   1.1e+00  1.5e+04  3.6e-02  1.0e+00
z_j[13,5]        2.3e-01  7.0e-03  9.3e-01  -1.3e+00   2.2e-01   1.8e+00  1.8e+04  4.2e-02  1.0e+00
z_j[13,6]       -8.3e-02  6.7e-03  7.9e-01  -1.4e+00  -7.5e-02   1.2e+00  1.4e+04  3.3e-02  1.0e+00
z_j[14,1]        5.6e-01  1.4e-02  8.6e-01  -8.4e-01   5.6e-01   2.0e+00  3.9e+03  9.4e-03  1.0e+00
z_j[14,2]        4.7e-01  1.3e-02  7.9e-01  -8.2e-01   4.6e-01   1.8e+00  3.5e+03  8.4e-03  1.0e+00
z_j[14,3]        9.6e-01  7.9e-03  4.3e-01   2.5e-01   9.7e-01   1.6e+00  2.9e+03  6.9e-03  1.0e+00
z_j[14,4]       -9.3e-01  8.7e-03  8.6e-01  -2.3e+00  -9.3e-01   4.8e-01  9.6e+03  2.3e-02  1.0e+00
z_j[14,5]       -1.3e-01  8.4e-03  8.3e-01  -1.5e+00  -1.2e-01   1.2e+00  9.8e+03  2.4e-02  1.0e+00
z_j[14,6]       -7.3e-01  8.6e-03  8.5e-01  -2.1e+00  -7.2e-01   6.4e-01  9.8e+03  2.4e-02  1.0e+00
z_j[15,1]        4.4e-01  9.9e-03  7.2e-01  -7.6e-01   4.4e-01   1.6e+00  5.3e+03  1.3e-02  1.0e+00
z_j[15,2]        2.4e-01  9.6e-03  7.0e-01  -9.1e-01   2.3e-01   1.4e+00  5.4e+03  1.3e-02  1.0e+00
z_j[15,3]        5.9e-01  6.8e-03  3.9e-01  -5.5e-02   6.0e-01   1.2e+00  3.3e+03  8.0e-03  1.0e+00
z_j[15,4]        4.5e-01  9.6e-03  7.9e-01  -8.9e-01   4.6e-01   1.7e+00  6.8e+03  1.6e-02  1.0e+00
z_j[15,5]       -1.5e+00  6.7e-03  7.9e-01  -2.8e+00  -1.5e+00  -2.2e-01  1.4e+04  3.3e-02  1.0e+00
z_j[15,6]       -8.5e-02  7.1e-03  9.8e-01  -1.7e+00  -7.2e-02   1.5e+00  1.9e+04  4.5e-02  1.0e+00
z_j[16,1]       -2.0e-01  1.2e-02  9.1e-01  -1.7e+00  -2.1e-01   1.3e+00  6.2e+03  1.5e-02  1.0e+00
z_j[16,2]        7.3e-01  9.4e-03  8.2e-01  -6.0e-01   7.2e-01   2.1e+00  7.6e+03  1.8e-02  1.0e+00
z_j[16,3]        5.9e-01  5.7e-03  4.7e-01  -1.9e-01   6.0e-01   1.4e+00  6.6e+03  1.6e-02  1.0e+00
z_j[16,4]        6.0e-01  7.8e-03  7.6e-01  -6.5e-01   6.0e-01   1.8e+00  9.3e+03  2.2e-02  1.0e+00
z_j[16,5]       -6.2e-01  7.4e-03  7.7e-01  -1.9e+00  -6.2e-01   6.2e-01  1.1e+04  2.6e-02  1.0e+00
z_j[16,6]       -2.9e-01  7.0e-03  8.9e-01  -1.8e+00  -2.8e-01   1.1e+00  1.6e+04  3.9e-02  1.0e+00
z_j[17,1]       -3.2e-01  1.9e-02  8.1e-01  -1.6e+00  -3.2e-01   1.0e+00  1.7e+03  4.2e-03  1.0e+00
z_j[17,2]       -1.7e+00  9.8e-03  7.4e-01  -2.9e+00  -1.7e+00  -4.5e-01  5.7e+03  1.4e-02  1.0e+00
z_j[17,3]       -4.0e-01  1.3e-02  4.5e-01  -1.1e+00  -4.1e-01   3.6e-01  1.2e+03  3.0e-03  1.0e+00
z_j[17,4]        3.9e-01  1.2e-02  7.8e-01  -9.1e-01   4.0e-01   1.7e+00  4.3e+03  1.0e-02  1.0e+00
z_j[17,5]        2.3e-01  1.0e-02  9.1e-01  -1.3e+00   2.3e-01   1.8e+00  7.6e+03  1.8e-02  1.0e+00
z_j[17,6]        9.6e-01  9.0e-03  8.7e-01  -5.0e-01   9.8e-01   2.3e+00  9.4e+03  2.3e-02  1.0e+00
z_j[18,1]       -6.6e-02  7.8e-03  8.4e-01  -1.4e+00  -7.0e-02   1.3e+00  1.2e+04  2.8e-02  1.0e+00
z_j[18,2]        8.1e-02  8.2e-03  7.7e-01  -1.2e+00   8.0e-02   1.3e+00  8.6e+03  2.1e-02  1.0e+00
z_j[18,3]       -8.0e-01  5.5e-03  4.6e-01  -1.6e+00  -7.9e-01  -4.1e-02  7.2e+03  1.7e-02  1.0e+00
z_j[18,4]       -3.6e-01  7.1e-03  9.1e-01  -1.9e+00  -3.6e-01   1.1e+00  1.6e+04  3.9e-02  1.0e+00
z_j[18,5]        2.2e-01  6.8e-03  9.6e-01  -1.4e+00   2.1e-01   1.8e+00  2.0e+04  4.7e-02  1.0e+00
z_j[18,6]       -5.9e-02  6.7e-03  7.8e-01  -1.4e+00  -4.9e-02   1.2e+00  1.4e+04  3.3e-02  1.0e+00
z_j[19,1]       -1.5e-01  1.1e-02  8.9e-01  -1.6e+00  -1.6e-01   1.3e+00  6.6e+03  1.6e-02  1.0e+00
z_j[19,2]        7.0e-01  9.2e-03  8.1e-01  -6.6e-01   7.0e-01   2.0e+00  7.8e+03  1.9e-02  1.0e+00
z_j[19,3]        5.5e-01  5.5e-03  4.5e-01  -1.9e-01   5.5e-01   1.3e+00  6.5e+03  1.6e-02  1.0e+00
z_j[19,4]       -4.1e-01  7.1e-03  8.1e-01  -1.8e+00  -3.9e-01   9.0e-01  1.3e+04  3.2e-02  1.0e+00
z_j[19,5]       -4.2e-01  6.3e-03  8.6e-01  -1.8e+00  -4.1e-01   1.0e+00  1.9e+04  4.5e-02  1.0e+00
z_j[19,6]       -1.1e-01  6.2e-03  9.3e-01  -1.6e+00  -9.4e-02   1.4e+00  2.3e+04  5.5e-02  1.0e+00
z_j[20,1]        7.2e-01  8.1e-03  6.7e-01  -4.0e-01   7.2e-01   1.8e+00  6.9e+03  1.7e-02  1.0e+00
z_j[20,2]        2.5e-01  7.7e-03  6.7e-01  -8.4e-01   2.4e-01   1.4e+00  7.5e+03  1.8e-02  1.0e+00
z_j[20,3]        4.9e-01  6.5e-03  3.8e-01  -1.4e-01   4.9e-01   1.1e+00  3.4e+03  8.2e-03  1.0e+00
z_j[20,4]       -4.1e-01  6.8e-03  8.8e-01  -1.9e+00  -4.1e-01   1.0e+00  1.7e+04  4.0e-02  1.0e+00
z_j[20,5]        2.4e-01  6.7e-03  9.6e-01  -1.3e+00   2.4e-01   1.8e+00  2.0e+04  4.9e-02  1.0e+00
z_j[20,6]        1.3e-02  7.2e-03  7.6e-01  -1.2e+00  -9.3e-05   1.3e+00  1.1e+04  2.7e-02  1.0e+00
z_j[21,1]        3.3e-01  1.2e-02  7.3e-01  -8.8e-01   3.4e-01   1.5e+00  3.6e+03  8.5e-03  1.0e+00
z_j[21,2]        6.2e-01  1.0e-02  6.9e-01  -4.8e-01   6.2e-01   1.8e+00  4.3e+03  1.0e-02  1.0e+00
z_j[21,3]        1.6e+00  6.5e-03  3.9e-01   9.9e-01   1.7e+00   2.3e+00  3.6e+03  8.7e-03  1.0e+00
z_j[21,4]        2.5e-01  8.2e-03  7.6e-01  -9.9e-01   2.7e-01   1.5e+00  8.6e+03  2.1e-02  1.0e+00
z_j[21,5]        3.5e-01  7.0e-03  7.2e-01  -8.5e-01   3.5e-01   1.5e+00  1.1e+04  2.6e-02  1.0e+00
z_j[21,6]       -4.8e-01  7.3e-03  8.4e-01  -1.9e+00  -4.6e-01   8.8e-01  1.3e+04  3.2e-02  1.0e+00
z_j[22,1]       -5.1e-01  9.9e-03  7.2e-01  -1.7e+00  -5.1e-01   6.8e-01  5.3e+03  1.3e-02  1.0e+00
z_j[22,2]        8.7e-02  8.3e-03  5.8e-01  -8.8e-01   8.8e-02   1.0e+00  4.9e+03  1.2e-02  1.0e+00
z_j[22,3]       -1.5e-01  8.0e-03  4.6e-01  -9.0e-01  -1.5e-01   5.9e-01  3.2e+03  7.8e-03  1.0e+00
z_j[22,4]       -1.1e+00  6.9e-03  8.3e-01  -2.4e+00  -1.0e+00   3.1e-01  1.5e+04  3.5e-02  1.0e+00
z_j[22,5]       -5.0e-03  6.2e-03  8.6e-01  -1.4e+00  -7.5e-03   1.4e+00  2.0e+04  4.7e-02  1.0e+00
z_j[22,6]       -1.1e-01  7.2e-03  9.5e-01  -1.7e+00  -1.0e-01   1.4e+00  1.7e+04  4.2e-02  1.0e+00
z_j[23,1]       -2.3e-01  1.1e-02  8.8e-01  -1.7e+00  -2.3e-01   1.2e+00  5.9e+03  1.4e-02  1.0e+00
z_j[23,2]        5.6e-01  1.2e-02  8.4e-01  -8.3e-01   5.7e-01   1.9e+00  4.6e+03  1.1e-02  1.0e+00
z_j[23,3]        1.2e+00  5.8e-03  4.2e-01   5.2e-01   1.2e+00   1.9e+00  5.4e+03  1.3e-02  1.0e+00
z_j[23,4]       -7.1e-01  6.7e-03  8.6e-01  -2.2e+00  -7.0e-01   6.7e-01  1.6e+04  3.9e-02  1.0e+00
z_j[23,5]        3.7e-02  6.4e-03  9.0e-01  -1.4e+00   3.8e-02   1.5e+00  1.9e+04  4.7e-02  1.0e+00
z_j[23,6]       -8.7e-02  6.6e-03  9.6e-01  -1.7e+00  -7.7e-02   1.5e+00  2.1e+04  5.1e-02  1.0e+00
z_j[24,1]       -3.9e-01  7.9e-03  7.1e-01  -1.6e+00  -3.7e-01   7.4e-01  8.0e+03  1.9e-02  1.0e+00
z_j[24,2]        2.4e-01  7.6e-03  7.0e-01  -9.2e-01   2.4e-01   1.4e+00  8.5e+03  2.0e-02  1.0e+00
z_j[24,3]        6.7e-01  4.8e-03  3.7e-01   5.4e-02   6.7e-01   1.3e+00  6.0e+03  1.4e-02  1.0e+00
z_j[24,4]        3.0e-01  7.3e-03  8.7e-01  -1.2e+00   3.0e-01   1.7e+00  1.4e+04  3.4e-02  1.0e+00
z_j[24,5]       -2.1e-01  7.6e-03  9.3e-01  -1.8e+00  -2.2e-01   1.3e+00  1.5e+04  3.6e-02  1.0e+00
z_j[24,6]        6.5e-02  6.7e-03  7.7e-01  -1.2e+00   7.4e-02   1.3e+00  1.3e+04  3.2e-02  1.0e+00
z_j[25,1]        3.2e-02  1.1e-02  9.1e-01  -1.5e+00   2.6e-02   1.5e+00  6.8e+03  1.6e-02  1.0e+00
z_j[25,2]        5.2e-01  9.8e-03  8.1e-01  -8.1e-01   5.2e-01   1.9e+00  6.9e+03  1.7e-02  1.0e+00
z_j[25,3]        6.6e-01  5.7e-03  4.3e-01  -5.4e-02   6.6e-01   1.4e+00  5.8e+03  1.4e-02  1.0e+00
z_j[25,4]       -5.6e-01  6.8e-03  8.7e-01  -2.0e+00  -5.4e-01   8.4e-01  1.6e+04  4.0e-02  1.0e+00
z_j[25,5]        6.2e-03  6.5e-03  9.1e-01  -1.5e+00   1.5e-03   1.5e+00  1.9e+04  4.7e-02  1.0e+00
z_j[25,6]       -1.1e-01  6.7e-03  9.5e-01  -1.7e+00  -1.0e-01   1.4e+00  2.0e+04  4.8e-02  1.0e+00
z_j[26,1]       -6.1e-01  1.1e-02  7.9e-01  -1.9e+00  -6.1e-01   6.9e-01  5.2e+03  1.2e-02  1.0e+00
z_j[26,2]        4.5e-01  1.3e-02  8.0e-01  -8.7e-01   4.4e-01   1.8e+00  3.9e+03  9.3e-03  1.0e+00
z_j[26,3]        1.8e+00  6.2e-03  4.1e-01   1.1e+00   1.8e+00   2.4e+00  4.5e+03  1.1e-02  1.0e+00
z_j[26,4]        3.2e-01  8.2e-03  9.1e-01  -1.2e+00   3.2e-01   1.8e+00  1.2e+04  2.9e-02  1.0e+00
z_j[26,5]       -1.5e-01  8.2e-03  8.8e-01  -1.6e+00  -1.4e-01   1.3e+00  1.2e+04  2.8e-02  1.0e+00
z_j[26,6]        5.1e-01  7.6e-03  7.9e-01  -8.0e-01   5.2e-01   1.8e+00  1.1e+04  2.5e-02  1.0e+00
z_j[27,1]        5.3e-01  1.0e-02  7.0e-01  -6.4e-01   5.3e-01   1.7e+00  4.5e+03  1.1e-02  1.0e+00
z_j[27,2]        1.2e+00  7.8e-03  7.0e-01   5.5e-02   1.2e+00   2.4e+00  8.1e+03  1.9e-02  1.0e+00
z_j[27,3]       -1.4e-01  1.0e-02  4.1e-01  -8.2e-01  -1.3e-01   5.2e-01  1.6e+03  4.0e-03  1.0e+00
z_j[27,4]        1.7e-01  8.1e-03  7.8e-01  -1.1e+00   1.7e-01   1.4e+00  9.3e+03  2.2e-02  1.0e+00
z_j[27,5]        1.3e-02  6.7e-03  8.0e-01  -1.3e+00   1.5e-02   1.3e+00  1.4e+04  3.4e-02  1.0e+00
z_j[27,6]       -9.2e-02  7.1e-03  9.6e-01  -1.7e+00  -8.3e-02   1.5e+00  1.8e+04  4.4e-02  1.0e+00
z_j[28,1]       -7.9e-01  8.5e-03  8.9e-01  -2.3e+00  -7.9e-01   6.7e-01  1.1e+04  2.7e-02  1.0e+00
z_j[28,2]        7.0e-01  8.8e-03  8.4e-01  -7.1e-01   7.1e-01   2.1e+00  9.1e+03  2.2e-02  1.0e+00
z_j[28,3]       -2.7e-01  6.3e-03  4.5e-01  -1.0e+00  -2.7e-01   4.6e-01  5.1e+03  1.2e-02  1.0e+00
z_j[28,4]       -4.8e-01  7.4e-03  8.4e-01  -1.9e+00  -4.8e-01   8.8e-01  1.3e+04  3.1e-02  1.0e+00
z_j[28,5]       -3.7e-01  6.5e-03  8.1e-01  -1.7e+00  -3.7e-01   9.6e-01  1.6e+04  3.8e-02  1.0e+00
z_j[28,6]       -9.6e-02  6.7e-03  9.6e-01  -1.7e+00  -9.3e-02   1.4e+00  2.0e+04  4.9e-02  1.0e+00
z_j[29,1]       -1.9e-01  1.9e-02  9.7e-01  -1.8e+00  -2.1e-01   1.4e+00  2.5e+03  6.1e-03  1.0e+00
z_j[29,2]        1.0e+00  1.5e-02  8.3e-01  -3.5e-01   1.0e+00   2.4e+00  3.2e+03  7.8e-03  1.0e+00
z_j[29,3]        1.7e+00  7.4e-03  4.5e-01   9.8e-01   1.8e+00   2.4e+00  3.8e+03  9.0e-03  1.0e+00
z_j[29,4]        6.6e-01  8.7e-03  7.9e-01  -6.8e-01   6.8e-01   1.9e+00  8.3e+03  2.0e-02  1.0e+00
z_j[29,5]       -1.0e+00  6.6e-03  7.8e-01  -2.3e+00  -1.0e+00   2.7e-01  1.4e+04  3.3e-02  1.0e+00
z_j[29,6]       -1.3e-01  6.6e-03  9.3e-01  -1.7e+00  -1.1e-01   1.4e+00  2.0e+04  4.7e-02  1.0e+00
z_j[30,1]       -2.6e-01  1.3e-02  8.7e-01  -1.7e+00  -2.5e-01   1.1e+00  4.6e+03  1.1e-02  1.0e+00
z_j[30,2]        9.1e-01  1.2e-02  8.5e-01  -5.0e-01   9.1e-01   2.3e+00  4.9e+03  1.2e-02  1.0e+00
z_j[30,3]        1.1e+00  6.8e-03  4.5e-01   3.8e-01   1.1e+00   1.9e+00  4.3e+03  1.0e-02  1.0e+00
z_j[30,4]        3.4e-01  8.6e-03  8.6e-01  -1.1e+00   3.5e-01   1.7e+00  9.9e+03  2.4e-02  1.0e+00
z_j[30,5]       -2.1e-01  8.9e-03  9.7e-01  -1.8e+00  -2.2e-01   1.4e+00  1.2e+04  2.9e-02  1.0e+00
z_j[30,6]       -7.2e-01  7.9e-03  8.0e-01  -2.0e+00  -7.3e-01   6.2e-01  1.0e+04  2.5e-02  1.0e+00
z_j[31,1]        1.8e-01  9.8e-03  7.2e-01  -1.0e+00   1.8e-01   1.4e+00  5.5e+03  1.3e-02  1.0e+00
z_j[31,2]        1.7e-01  9.4e-03  7.1e-01  -9.9e-01   1.7e-01   1.3e+00  5.8e+03  1.4e-02  1.0e+00
z_j[31,3]        1.2e+00  5.1e-03  3.8e-01   6.2e-01   1.2e+00   1.8e+00  5.4e+03  1.3e-02  1.0e+00
z_j[31,4]        3.6e-01  7.9e-03  8.7e-01  -1.1e+00   3.7e-01   1.8e+00  1.2e+04  2.9e-02  1.0e+00
z_j[31,5]       -1.7e-01  7.9e-03  8.9e-01  -1.6e+00  -1.8e-01   1.3e+00  1.2e+04  3.0e-02  1.0e+00
z_j[31,6]        4.3e-01  7.1e-03  7.6e-01  -8.2e-01   4.3e-01   1.7e+00  1.1e+04  2.7e-02  1.0e+00
z_j[32,1]        8.4e-01  1.1e-02  8.2e-01  -4.9e-01   8.4e-01   2.2e+00  5.7e+03  1.4e-02  1.0e+00
z_j[32,2]       -1.5e-02  1.1e-02  7.7e-01  -1.3e+00  -1.4e-02   1.3e+00  4.8e+03  1.2e-02  1.0e+00
z_j[32,3]        1.1e+00  7.4e-03  4.3e-01   3.7e-01   1.1e+00   1.8e+00  3.3e+03  7.9e-03  1.0e+00
z_j[32,4]       -5.3e-01  7.0e-03  8.9e-01  -2.0e+00  -5.2e-01   9.3e-01  1.6e+04  3.9e-02  1.0e+00
z_j[32,5]        1.8e-01  7.1e-03  9.6e-01  -1.4e+00   1.9e-01   1.7e+00  1.8e+04  4.4e-02  1.0e+00
z_j[32,6]       -2.1e-01  7.5e-03  7.9e-01  -1.5e+00  -2.1e-01   1.1e+00  1.1e+04  2.7e-02  1.0e+00
z_j[33,1]       -7.7e-01  1.1e-02  8.6e-01  -2.2e+00  -7.5e-01   6.2e-01  6.2e+03  1.5e-02  1.0e+00
z_j[33,2]        8.8e-01  9.5e-03  8.2e-01  -4.8e-01   8.9e-01   2.2e+00  7.5e+03  1.8e-02  1.0e+00
z_j[33,3]        1.4e-01  6.4e-03  4.4e-01  -6.0e-01   1.5e-01   8.3e-01  4.7e+03  1.1e-02  1.0e+00
z_j[33,4]       -3.7e-02  7.1e-03  8.5e-01  -1.5e+00  -2.8e-02   1.4e+00  1.4e+04  3.5e-02  1.0e+00
z_j[33,5]       -4.1e-03  7.2e-03  9.6e-01  -1.6e+00  -2.9e-03   1.6e+00  1.8e+04  4.3e-02  1.0e+00
